+-------+-----+-----+-----+-----+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/4389  | 0.232 | 0.232 | 0.232   | 0.232 | 0.232 | 0.232 | 0.232 | 0.000  | 13400.000 | 13400.000 | 13400.000    | 13400.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/4389           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/29186 | 0.192 | 0.192 | 0.192   | 0.192 | 0.192 | 0.192 | 0.192 | 0.000  | 13348.000 | 13348.000 | 13348.000    | 13348.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/24952          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/24952 | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 13318.000 | 13318.000 | 13318.000    | 13318.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/3701              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 580.000   | 580.000   | 580.000      | 580.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/21853             | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 586.000   | 586.000   | 586.000      | 586.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/21853     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/16549             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 537.000   | 537.000   | 537.000      | 537.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/15738             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 615.000   | 615.000   | 615.000      | 615.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/29186              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 486.000   | 486.000   | 486.000      | 486.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/21936             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 582.000   | 582.000   | 582.000      | 582.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/21936     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/24952              | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 468.000   | 468.000   | 468.000      | 468.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/1215      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/1215              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 600.000   | 600.000   | 600.000      | 600.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/7194               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 526.000   | 526.000   | 526.000      | 526.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/18997             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 608.000   | 608.000   | 608.000      | 608.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/26299              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 549.000   | 549.000   | 549.000      | 549.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/5812               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 533.000   | 533.000   | 533.000      | 533.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/9709              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 654.000   | 654.000   | 654.000      | 654.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/11425             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 605.000   | 605.000   | 605.000      | 605.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/11425     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/7194  | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 13352.000 | 13352.000 | 13352.000    | 13352.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/27784             | 0.032 | 0.032 | 0.032   | 0.032 | 0.032 | 0.032 | 0.032 | 0.000  | 603.000   | 603.000   | 603.000      | 603.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/27752             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 677.000   | 677.000   | 677.000      | 677.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/27752     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/7194           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/17051             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 625.000   | 625.000   | 625.000      | 625.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/26299 | 0.220 | 0.220 | 0.220   | 0.220 | 0.220 | 0.220 | 0.220 | 0.000  | 13567.000 | 13567.000 | 13567.000    | 13567.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/26299          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/13979          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/5812  | 0.244 | 0.244 | 0.244   | 0.244 | 0.244 | 0.244 | 0.244 | 0.000  | 13173.000 | 13173.000 | 13173.000    | 13173.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/5812           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/22348             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 607.000   | 607.000   | 607.000      | 607.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/423               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 617.000   | 617.000   | 617.000      | 617.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/13979 | 0.224 | 0.224 | 0.224   | 0.224 | 0.224 | 0.224 | 0.224 | 0.000  | 13128.000 | 13128.000 | 13128.000    | 13128.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/4675      | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/20578             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 585.000   | 585.000   | 585.000      | 585.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/15191          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/23317     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/20938             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 619.000   | 619.000   | 619.000      | 619.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/22915             | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 662.000   | 662.000   | 662.000      | 662.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/22915     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/21151              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 538.000   | 538.000   | 538.000      | 538.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/15191 | 0.232 | 0.232 | 0.232   | 0.232 | 0.232 | 0.232 | 0.232 | 0.000  | 13128.000 | 13128.000 | 13128.000    | 13128.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/13979              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 562.000   | 562.000   | 562.000      | 562.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/5233  | 0.196 | 0.196 | 0.196   | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 13617.000 | 13617.000 | 13617.000    | 13617.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/1422      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/15191              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 584.000   | 584.000   | 584.000      | 584.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/21151 | 0.224 | 0.224 | 0.224   | 0.224 | 0.224 | 0.224 | 0.224 | 0.000  | 13315.000 | 13315.000 | 13315.000    | 13315.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/5819               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 530.000   | 530.000   | 530.000      | 530.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/9999  | 0.196 | 0.196 | 0.196   | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 13328.000 | 13328.000 | 13328.000    | 13328.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/9954               | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 560.000   | 560.000   | 560.000      | 560.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/5819  | 0.216 | 0.216 | 0.216   | 0.216 | 0.216 | 0.216 | 0.216 | 0.000  | 13400.000 | 13400.000 | 13400.000    | 13400.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/2812      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/4020               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 566.000   | 566.000   | 566.000      | 566.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/9954  | 0.212 | 0.212 | 0.212   | 0.212 | 0.212 | 0.212 | 0.212 | 0.000  | 13271.000 | 13271.000 | 13271.000    | 13271.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/5819           | 0.064 | 0.064 | 0.064   | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/9954           | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /initialize                   | 3.532 | 3.532 | 3.532   | 3.532 | 3.532 | 3.532 | 3.532 | 0.000  | 23.000    | 23.000    | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/2812              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 597.000   | 597.000   | 597.000      | 597.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/29957          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/4020  | 0.228 | 0.228 | 0.228   | 0.228 | 0.228 | 0.228 | 0.228 | 0.000  | 13219.000 | 13219.000 | 13219.000    | 13219.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/4020           | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/8734              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 590.000   | 590.000   | 590.000      | 590.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/29957 | 0.176 | 0.176 | 0.176   | 0.176 | 0.176 | 0.176 | 0.176 | 0.000  | 13218.000 | 13218.000 | 13218.000    | 13218.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/5233               | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 593.000   | 593.000   | 593.000      | 593.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/26204             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 665.000   | 665.000   | 665.000      | 665.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/23396             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 607.000   | 607.000   | 607.000      | 607.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/23396     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/9999               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 507.000   | 507.000   | 507.000      | 507.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/23722     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/700                | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 571.000   | 571.000   | 571.000      | 571.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/6589               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 487.000   | 487.000   | 487.000      | 487.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/29183              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 537.000   | 537.000   | 537.000      | 537.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/700   | 0.220 | 0.220 | 0.220   | 0.220 | 0.220 | 0.220 | 0.220 | 0.000  | 13362.000 | 13362.000 | 13362.000    | 13362.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/18179              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 557.000   | 557.000   | 557.000      | 557.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/6589  | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/10734              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 507.000   | 507.000   | 507.000      | 507.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/29183 | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 13208.000 | 13208.000 | 13208.000    | 13208.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/18179 | 0.192 | 0.192 | 0.192   | 0.192 | 0.192 | 0.192 | 0.192 | 0.000  | 13431.000 | 13431.000 | 13431.000    | 13431.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/29053              | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 537.000   | 537.000   | 537.000      | 537.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/18179          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/1994              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 612.000   | 612.000   | 612.000      | 612.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/1994      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/10734 | 0.184 | 0.184 | 0.184   | 0.184 | 0.184 | 0.184 | 0.184 | 0.000  | 13549.000 | 13549.000 | 13549.000    | 13549.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/10734          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/29957              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 543.000   | 543.000   | 543.000      | 543.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/13575             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 640.000   | 640.000   | 640.000      | 640.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/13575     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/29053 | 0.260 | 0.260 | 0.260   | 0.260 | 0.260 | 0.260 | 0.260 | 0.000  | 13251.000 | 13251.000 | 13251.000    | 13251.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/29053          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/12878 | 0.224 | 0.224 | 0.224   | 0.224 | 0.224 | 0.224 | 0.224 | 0.000  | 13498.000 | 13498.000 | 13498.000    | 13498.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/12878              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 531.000   | 531.000   | 531.000      | 531.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/9820              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 648.000   | 648.000   | 648.000      | 648.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/9820      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/26848             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 617.000   | 617.000   | 617.000      | 617.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/8068              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 638.000   | 638.000   | 638.000      | 638.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/8068      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/16621             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 557.000   | 557.000   | 557.000      | 557.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/12642     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/21238     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/11524              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 546.000   | 546.000   | 546.000      | 546.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/21238             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 576.000   | 576.000   | 576.000      | 576.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/27158              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 530.000   | 530.000   | 530.000      | 530.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/11524 | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 13627.000 | 13627.000 | 13627.000    | 13627.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/22996              | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 597.000   | 597.000   | 597.000      | 597.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/20157             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 573.000   | 573.000   | 573.000      | 573.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/19026              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 559.000   | 559.000   | 559.000      | 559.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/25080             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 616.000   | 616.000   | 616.000      | 616.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/18135     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/18135             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 643.000   | 643.000   | 643.000      | 643.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/27158 | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 13334.000 | 13334.000 | 13334.000    | 13334.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/22996 | 0.220 | 0.220 | 0.220   | 0.220 | 0.220 | 0.220 | 0.220 | 0.000  | 13521.000 | 13521.000 | 13521.000    | 13521.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/22996          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/1075           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/19054     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/19026 | 0.244 | 0.244 | 0.244   | 0.244 | 0.244 | 0.244 | 0.244 | 0.000  | 13396.000 | 13396.000 | 13396.000    | 13396.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/19026          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
