+-------+-----+------+-----+-----+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/8218               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 524.000   | 524.000   | 524.000      | 524.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/8218  | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13227.000 | 13227.000 | 13227.000    | 13227.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/8218           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/12815             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 609.000   | 609.000   | 609.000      | 609.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/1386              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 625.000   | 625.000   | 625.000      | 625.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/29374     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/22771 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13621.000 | 13621.000 | 13621.000    | 13621.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/22771              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 582.000   | 582.000   | 582.000      | 582.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/29374             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 606.000   | 606.000   | 606.000      | 606.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/2514              | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 609.000   | 609.000   | 609.000      | 609.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/28904              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 468.000   | 468.000   | 468.000      | 468.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/15791          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/28904 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13477.000 | 13477.000 | 13477.000    | 13477.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/20318 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13538.000 | 13538.000 | 13538.000    | 13538.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/20318              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 544.000   | 544.000   | 544.000      | 544.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/274            | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17643          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/17643 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13377.000 | 13377.000 | 13377.000    | 13377.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/3995      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/10111             | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 632.000   | 632.000   | 632.000      | 632.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/10111     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/17643              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 561.000   | 561.000   | 561.000      | 561.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/21128              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 574.000   | 574.000   | 574.000      | 574.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/21128 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13296.000 | 13296.000 | 13296.000    | 13296.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/21049          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/21049 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13366.000 | 13366.000 | 13366.000    | 13366.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/7236           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/21049              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 624.000   | 624.000   | 624.000      | 624.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/15988              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 532.000   | 532.000   | 532.000      | 532.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/15988 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/17574              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 530.000   | 530.000   | 530.000      | 530.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/17574 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13256.000 | 13256.000 | 13256.000    | 13256.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/29588     | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/15315              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 521.000   | 521.000   | 521.000      | 521.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/15315 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13314.000 | 13314.000 | 13314.000    | 13314.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17574          | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/15315          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/29588             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 645.000   | 645.000   | 645.000      | 645.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/25977     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/25977             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 582.000   | 582.000   | 582.000      | 582.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/4846      | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/24781             | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 569.000   | 569.000   | 569.000      | 569.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/25903          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/5880           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/25903 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13641.000 | 13641.000 | 13641.000    | 13641.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/25903              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 501.000   | 501.000   | 501.000      | 501.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/19285     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/7380  | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13264.000 | 13264.000 | 13264.000    | 13264.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/7380               | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 517.000   | 517.000   | 517.000      | 517.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/16876              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 538.000   | 538.000   | 538.000      | 538.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/5880  | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13189.000 | 13189.000 | 13189.000    | 13189.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/11534              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 533.000   | 533.000   | 533.000      | 533.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/11534 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13348.000 | 13348.000 | 13348.000    | 13348.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17749          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/11534          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/16876 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13301.000 | 13301.000 | 13301.000    | 13301.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/5880               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 512.000   | 512.000   | 512.000      | 512.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/11764 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13326.000 | 13326.000 | 13326.000    | 13326.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/11764              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 534.000   | 534.000   | 534.000      | 534.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/4402           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/14325             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 642.000   | 642.000   | 642.000      | 642.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/20133     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/2508              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 558.000   | 558.000   | 558.000      | 558.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/20133             | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 593.000   | 593.000   | 593.000      | 593.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/2508      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/16999             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 682.000   | 682.000   | 682.000      | 682.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/25554 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13376.000 | 13376.000 | 13376.000    | 13376.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/29154     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/25554              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 565.000   | 565.000   | 565.000      | 565.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/29154             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 648.000   | 648.000   | 648.000      | 648.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17718          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/17718 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13304.000 | 13304.000 | 13304.000    | 13304.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/17718              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 543.000   | 543.000   | 543.000      | 543.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/10017     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/24235              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 548.000   | 548.000   | 548.000      | 548.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/24235 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13366.000 | 13366.000 | 13366.000    | 13366.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/22642 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13641.000 | 13641.000 | 13641.000    | 13641.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/22642              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 527.000   | 527.000   | 527.000      | 527.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/22642          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/26848     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/12073     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/12073             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 637.000   | 637.000   | 637.000      | 637.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/24565     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/4546              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 645.000   | 645.000   | 645.000      | 645.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/24565             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 624.000   | 624.000   | 624.000      | 624.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/4546      | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/4331              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 602.000   | 602.000   | 602.000      | 602.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/27017          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/21689     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/25346 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13369.000 | 13369.000 | 13369.000    | 13369.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/25346              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 564.000   | 564.000   | 564.000      | 564.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/3050              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 556.000   | 556.000   | 556.000      | 556.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/15191          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/23684     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/29566     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/20997              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 544.000   | 544.000   | 544.000      | 544.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/20997 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13296.000 | 13296.000 | 13296.000    | 13296.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/12452          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/12452 | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 13296.000 | 13296.000 | 13296.000    | 13296.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/12452              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 538.000   | 538.000   | 538.000      | 538.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/390            | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/25068              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 573.000   | 573.000   | 573.000      | 573.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/25068 | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 13374.000 | 13374.000 | 13374.000    | 13374.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/23400              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 491.000   | 491.000   | 491.000      | 491.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/23400 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13393.000 | 13393.000 | 13393.000    | 13393.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/23400          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/20376     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/14942     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/20376             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 675.000   | 675.000   | 675.000      | 675.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/18850          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/22607             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 653.000   | 653.000   | 653.000      | 653.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/22607     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/18850 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13674.000 | 13674.000 | 13674.000    | 13674.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/18850              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 536.000   | 536.000   | 536.000      | 536.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/9494      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/19839             | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 574.000   | 574.000   | 574.000      | 574.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/27158          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/27158 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13348.000 | 13348.000 | 13348.000    | 13348.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/15414              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 511.000   | 511.000   | 511.000      | 511.000   |
